"","player","round","club","opponent","was_home","total_points","goals","assists","minutes","club_elo","opponent_elo","position","value","influence_form","creativity_form","threat_form","ict_index_form","date_hour","kickoff_hour","range_day","team_scoring_form","team_conceded_form","opponent_scoring_form","opponent_conceded_form","xG","xA","shots","key_passes","team_form","opponent_form","fpl_form","goals_90","assists_90","npxG_90","npg_90","xG_90","xGChain_90","xGBuildup_90","xA_90","shots_90","key_passes_90","season"
"8223","Raheem Sterling","1","MCI","WHU","False",20,3,0,90,2037.36584473,1729.26647949,"AM",120,23.9500000000001,5.74999999999997,18.5,4.825,"2019-08-10 11:30:00","lunchtime kick-off",-138.354166666667,1.5,2.25,1.3125,1.40625,1.58924686908722,0,4,0,0.875,1.140625,1.25,0,0,0.0705326283350586,0,0.0705326283350586,0.215537117794156,0.215537117794156,0.0561965126544238,0.75,0.5,"2019/2020"
"8224","Raheem Sterling","2","MCI","TOT","True",6,1,0,90,2043.46887207,1893.31188965,"AM",121,43.9500000000001,6.17499999999997,23.25,7.325,"2019-08-17 16:30:00","afternoon kick-off",7.20833333333333,1.75,2,1.8125,1.125,0.880153596401215,0.16900859773159,6,2,0.875,1.46875,5.75,0.75,0,0.411963653750718,0.75,0.411963653750718,0.538692088797688,0.141380371525884,0.0153060797601938,1.25,0.25,"2019/2020"
"8225","Raheem Sterling","3","MCI","BOU","False",8,1,0,90,2040.94604492,1697.30371094,"AM",122,47.4000000000001,13.5,49,10.975,"2019-08-25 13:00:00","lunchtime kick-off",7.85416666666667,2,2.25,1.30555555555556,1.02777777777778,0.630437850952148,0.0813326761126518,2,1,0.875,1.5,6.5,1,0,0.617350116372109,1,0.617350116372109,0.982131833210586,0.374159092083572,0.0575582291930913,2.5,0.75,"2019/2020"
"8226","Raheem Sterling","4","MCI","BHA","True",3,0,0,90,2045.17126465,1628.0123291,"AM",123,53.1000000000001,16.7,65.25,13.5,"2019-08-31 14:00:00","lunchtime kick-off",6.04166666666667,2.5,1.75,1.28125,1.125,0,0.583919644355774,0,1,1.5,1.078125,8.5,1.25,0,0.774959579110146,1.25,0.774959579110146,1.16007446683943,0.374159092083572,0.0778913982212543,3,1,"2019/2020"
"8227","Raheem Sterling","5","MCI","NOR","False",2,0,0,90,2046.64904785,1635.68798828,"AM",123,49.0500000000001,17.65,67.75,13.45,"2019-09-14 16:30:00","afternoon kick-off",14.1041666666667,3.5,0.75,1.5,2.5,0.814806878566742,0.616552412509918,6,4,2,0.5,9.25,1.25,0,0.774959579110146,1.25,0.774959579110146,1.40904772281647,0.477152429521083,0.208565229550004,3,1,"2019/2020"
"8228","Raheem Sterling","6","MCI","WAT","True",0,0,0,0,2029.57116699,1653.43115234,"AM",122,28.2500000000001,28.925,73,13.025,"2019-09-21 14:00:00","lunchtime kick-off",6.89583333333333,2.75,1.5,1,1.75,0,0,0,0,1.375,0.625,4.75,0.5,0,0.581349581480026,0.5,0.581349581480026,1.28425973653793,0.427909905090927,0.362703332677484,3.5,2,"2019/2020"
"8229","Raheem Sterling","7","MCI","EVE","False",7,1,0,85,2032.13928223,1731.68579102,"AM",121,17.1500000000001,21.275,42.5,8.1,"2019-09-28 16:30:00","afternoon kick-off",7.10416666666667,4.25,1,1,2.25,0.740312218666077,0.363870084285736,4,4,1.625,0.5,3.25,0.333333333333333,0,0.481748243172963,0.333333333333333,0.481748243172963,1.0574719508489,0.196553540726503,0.427268244326115,2.66666666666667,2,"2019/2020"
"8230","Raheem Sterling","8","MCI","WOL","True",2,0,0,90,2036.05639648,1715.98376465,"AM",121,17.9000000000001,31.15,45.25,9.45,"2019-10-06 13:00:00","lunchtime kick-off",7.85416666666667,4.25,1,1.75,2.25,0.148958712816238,0.0983738154172897,3,1,1.625,0.875,3,0.339622641509434,0,0.528153655663976,0.339622641509434,0.528153655663976,1.29908516272059,0.389794375817731,0.531286010202372,3.39622641509434,3.05660377358491,"2019/2020"
"8231","Raheem Sterling","9","MCI","CRY","False",5,0,1,90,2013.76757812,1749.05041504,"AM",121,19.6500000000001,32.05,55,10.675,"2019-10-19 16:30:00","afternoon kick-off",13.1458333333333,3.25,1.5,1.25,1.5,1.23152363300323,1.13266563415527,4,3,1.125,1.375,2.75,0.339622641509434,0,0.578743407186472,0.339622641509434,0.578743407186472,1.16948256402646,0.407914377889543,0.366383653204396,4.41509433962264,3.05660377358491,"2019/2020"
"8232","Raheem Sterling","10","MCI","AVL","True",11,1,0,75,2030.0489502,1644.78405762,"AM",121,19.8500000000001,28.05,40.25,8.825,"2019-10-26 11:30:00","lunchtime kick-off",6.79166666666667,3.25,0.75,2.75,1.75,0.618119537830353,0.849598824977875,4,3,1.75,1.375,3.5,0.339622641509434,0.339622641509434,0.72026985208943,0.339622641509434,0.72026985208943,1.65619212276531,0.52880811466361,0.541667388857534,3.73584905660377,2.71698113207547,"2019/2020"
"8233","Raheem Sterling","11","MCI","SOU","True",1,0,0,90,2031.49731445,1648.39489746,"AM",121,29.6000000000001,37.375,61,12.8,"2019-11-02 15:00:00","afternoon kick-off",7.14583333333333,2,0.75,0.75,4,0.0805784538388252,0.260129064321518,1,3,1.75,0.375,6.25,0.529411764705882,0.264705882352941,0.725006674142444,0.529411764705882,0.725006674142444,1.72566199653289,0.570629081305336,0.647075742044869,3.97058823529412,2.91176470588235,"2019/2020"
"8234","Raheem Sterling","12","MCI","LIV","False",2,0,0,90,2025.33654785,2053.54394531,"AM",121,21.2000000000001,36.7,53.5,11.125,"2019-11-10 16:30:00","afternoon kick-off",8.0625,1.75,0.75,1.75,1,0.355442404747009,0,4,0,1.625,2,4.75,0.260869565217391,0.260869565217391,0.542394870649212,0.260869565217391,0.542394870649212,1.43595704306727,0.440161762678105,0.610634957966596,3.1304347826087,2.60869565217391,"2019/2020"
"8235","Raheem Sterling","13","MCI","CHE","True",2,0,0,90,2017.37695312,1899.85424805,"AM",120,19.3500000000001,33.4,56.75,10.95,"2019-11-23 17:30:00","afternoon kick-off",13.0416666666667,2,1,2.25,0.75,0,0,0,0,1.625,2.25,4.75,0.260869565217391,0.260869565217391,0.596260181587674,0.260869565217391,0.596260181587674,1.32414450723192,0.313011469400447,0.584972223509912,3.39130434782609,2.34782608695652,"2019/2020"
"8236","Raheem Sterling","14","MCI","NEW","False",7,1,0,90,2001.06896973,1692.3605957,"AM",120,16.1500000000001,24.05,49.25,8.95,"2019-11-30 12:30:00","lunchtime kick-off",6.79166666666667,2,1.25,1.5,1.5,0.769210040569305,0.146382376551628,4,2,1.5,1.375,4,0.260869565217391,0,0.274993146891179,0.260869565217391,0.274993146891179,0.621706063332765,0.227318082814631,0.289494231991146,2.34782608695652,1.56521739130435,"2019/2020"
"8237","Raheem Sterling","15","MCI","BUR","False",3,0,0,71,1994.97827148,1683.89538574,"AM",119,17.9000000000001,23.425,51.75,9.325,"2019-12-03 20:15:00","night kick-off",3.32291666666667,1.75,1.75,1.5,1.25,0.808898329734802,0,3,0,1.375,1.125,3,0.25,0,0.301307724788785,0.25,0.301307724788785,0.430009432137012,0.0841407179832458,0.101627860218287,2.25,1.25,"2019/2020"
"8238","Raheem Sterling","16","MCI","MUN","True",2,0,0,90,1999.58056641,1802.88049316,"AM",119,17.2500000000001,13.1,60.5,9.1,"2019-12-07 17:30:00","afternoon kick-off",3.88541666666667,2.25,1.75,2.5,1.75,0.0915283709764481,0.2397570759058,2,2,1.5,1.625,3.5,0.263929618768328,0,0.510321318928447,0.263929618768328,0.510321318928447,0.754775716936833,0.244799264408976,0.0386346448376731,2.90322580645161,0.527859237536657,"2019/2020"
"8239","Raheem Sterling","17","MCI","ARS","False",10,1,0,90,1995.22302246,1809.68933105,"AM",118,20.8000000000001,19.525,62.5,10.275,"2019-12-15 16:30:00","afternoon kick-off",7.95833333333333,2.25,1.5,2,1.75,0.758745312690735,0.209316670894623,4,2,1.5,1.25,3.5,0.263929618768328,0,0.440666588607771,0.263929618768328,0.440666588607771,0.809672044431709,0.277641352451792,0.1019136384785,2.37536656891496,1.05571847507331,"2019/2020"
"8240","Raheem Sterling","18","MCI","LEI","True",5,0,1,88,2003.40197754,1830.38171387,"AM",118,28.0500000000001,26.275,73.75,12.8,"2019-12-21 17:30:00","afternoon kick-off",6.04166666666667,2.5,1.25,2.25,0.75,0.166358411312103,0.243247374892235,2,3,1.625,1.875,5.5,0.527859237536657,0,0.640921949728493,0.527859237536657,0.640921949728493,1.06295509859264,0.28636694806587,0.157158507629574,3.43108504398827,1.58357771260997,"2019/2020"
"8241","Raheem Sterling","19","MCI","WOL","False",10,2,0,90,2007.53649902,1758.5279541,"AM",118,18.4000000000001,26.65,67.75,11.275,"2019-12-27 19:45:00","night kick-off",6.09375,2.75,1,1.75,1.25,1.89409947395325,0,5,0,1.75,1.5,5,0.265486725663717,0.265486725663717,0.484654095056838,0.265486725663717,0.484654095056838,1.16618829754601,0.583305639767014,0.183802067706015,2.92035398230089,1.85840707964602,"2019/2020"
"8242","John Stones","1","MCI","WHU","False",6,0,0,90,2037.36584473,1729.26647949,"CB",55,32.7000000000001,25.025,62.5,12.025,"2019-08-10 11:30:00","lunchtime kick-off",-139.34375,2.25,1.5,1.3125,1.40625,0,0,0,0,1.125,1.140625,6.75,0.754189944134078,0.251396648044693,0.54039286543204,0.754189944134078,0.731748159787509,0.843967106089245,0.393600449090897,0.174047209364076,3.26815642458101,1.75977653631285,"2019/2020"
"8243","John Stones","2","MCI","TOT","True",0,0,0,0,2043.46887207,1893.31188965,"CB",55,32.7000000000001,17.575,45,9.55,"2019-08-17 16:30:00","afternoon kick-off",7.20833333333333,3.25,1,1.8125,1.125,0,0,0,0,1.75,1.46875,7.75,0.754189944134078,0.251396648044693,0.51738293976757,0.754189944134078,0.708738234123039,0.770285378454783,0.393154205931299,0.113773084136361,2.76536312849162,1.25698324022346,"2019/2020"
"8244","John Stones","3","MCI","BOU","False",0,0,0,0,2040.94604492,1697.30371094,"CB",55,23.3500000000001,9.72499999999998,32.25,6.55,"2019-08-25 13:00:00","lunchtime kick-off",7.85416666666667,3,1.5,1.30555555555556,1.02777777777778,0,0,0,0,1.375,1.5,5.25,0.671641791044776,0.335820895522388,0.436328411547104,0.671641791044776,0.691944812215977,0.658352075895266,0.465744365451496,0.0816875512697804,2.35074626865672,1.00746268656716,"2019/2020"
"8245","John Stones","4","MCI","BHA","True",0,0,0,0,2045.17126465,1628.0123291,"CB",54,21.5000000000001,0.649999999999983,15,3.725,"2019-08-31 14:00:00","lunchtime kick-off",6.04166666666667,3,1.5,1.28125,1.125,0,0,0,0,1.5,1.078125,4,1,0,0.56646531820297,1,0.947049736976625,0.307884678244591,0.105468612164259,0,2.5,0,"2019/2020"
"8246","John Stones","5","MCI","NOR","False",1,0,0,90,2046.64904785,1635.68798828,"CB",54,4.70000000000013,0.199999999999983,0,0.5,"2019-09-14 16:30:00","afternoon kick-off",14.1041666666667,3.5,0.75,1.5,2.5,0,0.0417172499001026,0,1,2,0.5,1.5,0,0,0,0,0,0.161801517009735,0.161801517009735,0,0,0,"2019/2020"
"8247","John Stones","6","MCI","WAT","True",0,0,0,0,2029.57116699,1653.43115234,"CB",54,3.60000000000013,4.12499999999998,0.5,0.825,"2019-09-21 14:00:00","lunchtime kick-off",6.89583333333333,2.75,1.5,1,1.75,0,0,0,0,1.375,0.625,0.25,0,0,0,0,0,0.891343474388123,0.891343474388123,0.0417172499001026,0,1,"2019/2020"
"8248","John Stones","7","MCI","EVE","False",0,0,0,0,2032.13928223,1731.68579102,"CB",54,3.60000000000013,4.12499999999998,0.5,0.825,"2019-09-28 16:30:00","afternoon kick-off",7.10416666666667,4.25,1,1,2.25,0,0,0,0,1.625,0.5,0.25,0,0,0,0,0,0.891343474388123,0.891343474388123,0.0417172499001026,0,1,"2019/2020"
"8249","John Stones","8","MCI","WOL","True",0,0,0,0,2036.05639648,1715.98376465,"CB",53,3.60000000000013,4.12499999999998,0.5,0.825,"2019-10-06 13:00:00","lunchtime kick-off",7.85416666666667,4.25,1,1.75,2.25,0,0,0,0,1.625,0.875,0.25,0,0,0,0,0,0.891343474388123,0.891343474388123,0.0417172499001026,0,1,"2019/2020"
"8250","John Stones","9","MCI","CRY","False",1,0,0,11,2013.76757812,1749.05041504,"CB",53,3.60000000000013,4.12499999999998,0.5,0.825,"2019-10-19 16:30:00","afternoon kick-off",13.1458333333333,3.25,1.5,1.25,1.5,0,0,0,0,1.125,1.375,0.25,0,0,0,0,0,0.891343474388123,0.891343474388123,0.0417172499001026,0,1,"2019/2020"
"8251","John Stones","10","MCI","AVL","True",6,0,0,90,2030.0489502,1644.78405762,"CB",53,0.200000000000127,-1.77635683940025e-14,0,0.0250000000000005,"2019-10-26 11:30:00","lunchtime kick-off",6.79166666666667,3.25,0.75,2.75,1.75,0.0204665008932352,0,1,0,1.75,1.375,0.25,0,0,0,0,0,0,0,0,0,0,"2019/2020"
"8252","John Stones","11","MCI","SOU","True",2,0,0,90,2031.49731445,1648.39489746,"CB",53,5.60000000000013,0.399999999999982,5.25,1.125,"2019-11-02 15:00:00","afternoon kick-off",7.14583333333333,2,0.75,0.75,4,0.461025685071945,0,1,0,1.75,0.375,1.75,0,0,0.0182374760434769,0,0.0182374760434769,0.439390186035987,0.439390186035987,0,0.891089108910891,0,"2019/2020"
"8253","John Stones","12","MCI","LIV","False",1,0,0,90,2025.33654785,2053.54394531,"CB",53,10.1500000000001,2.47499999999998,8,2.075,"2019-11-10 16:30:00","afternoon kick-off",8.0625,1.75,0.75,1.75,1,0.0149927409365773,0,1,0,1.625,2,2.25,0,0,0.226881134747991,0,0.226881134747991,0.351299727774415,0.351299727774415,0,0.942408376963351,0,"2019/2020"
"8254","John Stones","13","MCI","CHE","True",2,0,0,90,2017.37695312,1899.85424805,"CB",53,13.2500000000001,2.67499999999998,9,2.5,"2019-11-23 17:30:00","afternoon kick-off",13.0416666666667,2,1,2.25,0.75,0.0129416845738888,0,1,0,1.625,2.25,2.5,0,0,0.159016524630456,0,0.159016524630456,0.277853141210682,0.277853141210682,0,0.96085409252669,0,"2019/2020"
"8255","John Stones","14","MCI","NEW","False",1,0,0,90,2001.06896973,1692.3605957,"CB",53,15.2000000000001,3.04999999999998,10,2.825,"2019-11-30 12:30:00","lunchtime kick-off",6.79166666666667,2,1.25,1.5,1.5,0.0216646604239941,0,1,0,1.5,1.375,2.75,0,0,0.127356652868912,0,0.127356652868912,0.299020646139979,0.299020646139979,0,1,0,"2019/2020"
"8256","John Stones","15","MCI","BUR","False",0,0,0,0,1994.97827148,1683.89538574,"CB",53,15.3500000000001,3.14999999999998,6.25,2.475,"2019-12-03 20:15:00","night kick-off",3.32291666666667,1.75,1.75,1.5,1.25,0,0,0,0,1.375,1.125,1.5,0,0,0.127656192751601,0,0.127656192751601,0.330870537087321,0.330870537087321,0,1,0,"2019/2020"
"8257","John Stones","16","MCI","MUN","True",0,0,0,58,1999.58056641,1802.88049316,"CB",53,10.8000000000001,1.07499999999998,3.5,1.525,"2019-12-07 17:30:00","afternoon kick-off",3.88541666666667,2.25,1.75,2.5,1.75,0,0,0,0,1.5,1.625,1,0,0,0.0165330286448201,0,0.0165330286448201,0.357013163467248,0.357013163467248,0,1,0,"2019/2020"
"8258","John Stones","17","MCI","ARS","False",0,0,0,0,1995.22302246,1809.68933105,"CB",53,9.30000000000013,1.32499999999998,2.5,1.3,"2019-12-15 16:30:00","afternoon kick-off",7.95833333333333,2.25,1.5,2,1.75,0,0,0,0,1.5,1.25,0.75,0,0,0.0130864329823927,0,0.0130864329823927,0.425421937423594,0.425421937423594,0,0.756302521008403,0,"2019/2020"
"8259","John Stones","18","MCI","LEI","True",0,0,0,0,2003.40197754,1830.38171387,"CB",53,7.15000000000013,0.949999999999982,1.5,0.95,"2019-12-21 17:30:00","afternoon kick-off",6.04166666666667,2.5,1.25,2.25,0.75,0,0,0,0,1.625,1.875,0.25,0,0,0.0131744556632397,0,0.0131744556632397,0.484322440382597,0.484322440382597,0,0.608108108108108,0,"2019/2020"
"8260","John Stones","19","MCI","WOL","False",0,0,0,0,2007.53649902,1758.5279541,"CB",53,1.60000000000013,0.449999999999982,0,0.2,"2019-12-27 19:45:00","night kick-off",6.09375,2.75,1,1.75,1.25,0,0,0,0,1.75,1.5,0,0,0,0,0,0,0.273023304240457,0.273023304240457,0,0,0,"2019/2020"
"8261","Trent Alexander-Arnold","1","LIV","NOR","True",5,0,1,90,2043.67858887,1630.75085449,"FB",70,1.60000000000013,0.449999999999982,0,0.2,"2019-08-09 19:00:00","night kick-off",-140.03125,2.25,1.5,1.1,1.2,0.17549230158329,1.05570149421692,2,3,1.125,1.15,0,0,0,0,0,0,0.273023304240457,0.273023304240457,0,0,0,"2019/2020"
"8262","Trent Alexander-Arnold","2","LIV","SOU","False",1,0,0,90,2045.00561523,1662.97070312,"FB",70,8.90000000000013,9.07499999999998,3,2.1,"2019-08-17 14:00:00","lunchtime kick-off",7.79166666666667,3,1.25,1.33333333333333,1.38888888888889,0,0.285475075244904,0,2,1.625,1.125,1.25,0,1,0.17549230158329,0,0.17549230158329,1.20442616939545,0.126691028475761,1.05570149421692,2,3,"2019/2020"
"8263","Trent Alexander-Arnold","3","LIV","ARS","True",5,0,1,90,2049.77758789,1878.0402832,"FB",70,11.3500000000001,16.45,4,3.175,"2019-08-24 16:30:00","afternoon kick-off",7.10416666666667,2.75,1.5,1.19444444444444,0.777777777777778,0.179565727710724,0.424710273742676,3,6,1.625,1.68055555555556,1.5,0,0.5,0.087746150791645,0,0.087746150791645,0.662989456206562,0.103937804698944,0.670588284730912,1,2.5,"2019/2020"
"8264","Trent Alexander-Arnold","4","LIV","BUR","False",11,0,1,90,2054.85961914,1696.91381836,"FB",70,20.9500000000001,36.525,18,7.55,"2019-08-31 16:30:00","afternoon kick-off",7,2.75,1.5,1.67857142857143,0.928571428571429,0,0.158995136618614,0,3,1.625,1.30357142857143,2.75,0,0.666666666666667,0.118352676431338,0,0.118352676431338,0.648730489114921,0.19533833861351,0.588628947734833,1.66666666666667,3.66666666666667,"2019/2020"
"8265","Trent Alexander-Arnold","5","LIV","NEW","True",2,0,0,90,2058.43676758,1712.86413574,"FB",71,25.8000000000001,44.85,18,8.875,"2019-09-14 11:30:00","lunchtime kick-off",13.7916666666667,3,0.75,0.75,1.25,0.767854452133179,0.199574485421181,2,7,2.25,0.875,5.5,0,0.75,0.0887645073235035,0,0.0887645073235035,0.493401261512191,0.153357148636132,0.481220494955779,1.25,3.5,"2019/2020"
"8266","Trent Alexander-Arnold","6","LIV","CHE","False",7,1,0,90,2034.71520996,1855.12854004,"FB",71,25.5000000000001,61.425,24,11.1,"2019-09-22 15:30:00","afternoon kick-off",8.16666666666667,2.75,0.75,2.75,1.75,0.0471132919192314,0.322169631719589,1,2,2.25,1.75,4.75,0,0.5,0.236855044960976,0,0.236855044960976,0.455869796220213,0.227092896122485,0.267188742756844,1.25,4.5,"2019/2020"
"8267","Trent Alexander-Arnold","7","LIV","SHU","False",6,0,0,90,2039.6541748,1638.55725098,"FB",72,35.8000000000001,61.5,24.75,12.225,"2019-09-28 11:30:00","lunchtime kick-off",5.83333333333333,2.75,0.75,1.25,1.25,0.0434814281761646,0,1,0,2.25,1,6.25,0.25,0.5,0.248633367940784,0.25,0.248633367940784,0.467719581443817,0.223424775991589,0.276362381875515,1.5,4.5,"2019/2020"
"8268","Trent Alexander-Arnold","8","LIV","LEI","True",3,0,0,90,2041.65454102,1767.73083496,"FB",72,33.0500000000001,43.35,11,8.75,"2019-10-05 14:00:00","lunchtime kick-off",7.10416666666667,2.25,0.5,2.5,0.75,0,1.09210407733917,0,5,2.375,1.5,6.5,0.25,0.25,0.214612293057144,0.25,0.214612293057144,0.448047783691436,0.264271265361458,0.170184813439846,1,3,"2019/2020"
"8269","Trent Alexander-Arnold","9","LIV","MUN","False",2,0,0,90,2043.3605957,1810.0291748,"FB",72,36.7500000000001,52.3,13,10.2,"2019-10-20 15:30:00","afternoon kick-off",15.0625,2,0.75,0.5,1,0.0312946811318398,0.124754831194878,1,2,2.25,0.75,4.5,0.25,0,0.214612293057144,0.25,0.214612293057144,0.752619836479426,0.310285309329629,0.403462048619985,1,3.5,"2019/2020"
"8270","Trent Alexander-Arnold","10","LIV","TOT","True",1,0,0,90,2050.20947266,1842.75671387,"FB",72,31.6000000000001,34.95,5,7.15,"2019-10-27 16:30:00","afternoon kick-off",7.04166666666667,1.5,0.75,1,1.75,0.0937298685312271,0.45200327038765,2,7,2.125,0.75,4.5,0.25,0,0.030472350306809,0.25,0.030472350306809,0.530349656939507,0.238358030095696,0.384757135063409,0.75,2.25,"2019/2020"
"8271","Trent Alexander-Arnold","11","LIV","AVL","False",7,0,1,90,2052.54418945,1643.33581543,"FB",72,27.4000000000001,52.575,7.5,8.75,"2019-11-02 15:00:00","afternoon kick-off",5.9375,1.5,0.75,2.25,1.75,0.196062907576561,0.406690806150436,3,3,2,1.375,3,0,0,0.0421264944598079,0,0.0421264944598079,0.721233244985342,0.362685259431601,0.417215544730424,1,3.5,"2019/2020"
"8272","Trent Alexander-Arnold","12","LIV","MCI","True",2,0,0,90,2053.54394531,2025.33654785,"FB",72,30.7500000000001,64,14.5,10.925,"2019-11-10 16:30:00","afternoon kick-off",8.0625,1.75,1,1.75,0.75,0,0.148433953523636,0,2,2,1.625,3.25,0,0.25,0.080271864309907,0,0.080271864309907,0.761984553188086,0.330590214580297,0.518888246268033,1.5,4.25,"2019/2020"
"8273","Trent Alexander-Arnold","13","LIV","CRY","False",2,0,0,90,2061.50341797,1740.19848633,"FB",72,28.1500000000001,54.3,13,9.55,"2019-11-23 15:00:00","afternoon kick-off",12.9375,2,1,0.5,2,0,0.302446037530899,0,4,2,0.375,3,0,0.25,0.080271864309907,0,0.080271864309907,0.67876511439681,0.476398214697838,0.28297071531415,1.5,3.5,"2019/2020"
"8274","Trent Alexander-Arnold","14","LIV","BHA","True",10,0,2,90,2043.68005371,1632.71520996,"FB",72,31.2500000000001,61.475,12.5,10.525,"2019-11-30 15:00:00","afternoon kick-off",7,2.25,1,1.5,1.75,0.0473065860569477,0.0723860636353493,1,2,2.25,1,3,0,0.25,0.072448194026947,0,0.072448194026947,0.696973636746407,0.466446287930012,0.327393516898155,1.25,4,"2019/2020"
"8275","Trent Alexander-Arnold","15","LIV","EVE","True",3,0,1,82,2044.44726562,1701.25549316,"FB",72,34.1000000000001,44.025,9.25,8.725,"2019-12-04 20:15:00","night kick-off",4.21875,2.25,1,1,1.5,0,0.109154142439365,0,1,2.25,0.875,5.25,0,0.75,0.0608423734083772,0,0.0608423734083772,0.533806011080742,0.38361831754446,0.23248921521008,1,2.75,"2019/2020"
"8276","Trent Alexander-Arnold","16","LIV","BOU","False",1,0,0,50,2046.4239502,1678.171875,"FB",73,32.3000000000001,33.675,2,6.8,"2019-12-07 15:00:00","afternoon kick-off",2.78125,3,1.25,1,2,0.318201124668121,0.148598626255989,4,2,2.125,0,4.25,0,0.767045454545455,0.012095433935015,0,0.012095433935015,0.701950329609892,0.59494251131334,0.16169834585691,0.255681818181818,2.30113636363636,"2019/2020"
"8277","Trent Alexander-Arnold","17","LIV","WAT","True",6,0,0,90,2058.86303711,1629.37805176,"FB",73,26.9500000000001,33.325,9.5,6.975,"2019-12-14 12:30:00","lunchtime kick-off",6.89583333333333,3,1,0.25,1.75,0,0.06596440076828,0,1,2.25,0.25,4,0,0.865384615384615,0.105434916555308,0,0.105434916555308,0.798575895336957,0.620134074527483,0.18247640476777,1.44230769230769,2.59615384615385,"2019/2020"
"8278","Trent Alexander-Arnold","19","LIV","LEI","False",24,1,3,90,2059.82519531,1826.24719238,"FB",72,23.2500000000001,22.55,9,5.475,"2019-12-26 20:00:00","night kick-off",12.3125,3,0.75,2,1.25,0.10301548242569,0.895395696163177,2,3,2.125,1.375,5,0,0.865384615384615,0.105434916555308,0,0.105434916555308,0.7617930501986,0.624871369308003,0.114260548009322,1.44230769230769,1.73076923076923,"2019/2020"
"8279","Matt Targett","1","AVL","TOT","False",0,0,0,0,1612.28979492,1890.88830566,"FB",45,34.0500000000001,28.75,14,7.675,"2019-08-10 16:30:00","afternoon kick-off",-138.145833333333,3.5,0.5,1.5625,1.25,0,0,0,0,2.25,1.265625,8.5,0.288461538461538,1.15384615384615,0.12150479050783,0.288461538461538,0.12150479050783,0.964162298836386,0.681364158741556,0.351667172776965,1.73076923076923,2.01923076923077,"2019/2020"
"8280","Matt Targett","2","AVL","BOU","True",0,0,0,0,1610.0880127,1686.90771484,"FB",45,25.6500000000001,25.75,14,6.525,"2019-08-17 14:00:00","lunchtime kick-off",6.89583333333333,2.5,0.75,0.972222222222222,1.11111111111111,0,0,0,0,1.75,1.02777777777778,7.75,0.391304347826087,1.17391304347826,0.164823889732361,0.391304347826087,0.164823889732361,0.793454484771127,0.452545135889364,0.43433167429074,2.34782608695652,2.34782608695652,"2019/2020"
"8281","Matt Targett","3","AVL","EVE","True",0,0,0,0,1605.61352539,1777.71875,"FB",44,25.0500000000001,18.525,6,4.95,"2019-08-23 19:00:00","night kick-off",6.20833333333333,2,1.25,0.944444444444444,0.75,0,0,0,0,1.125,1.48611111111111,7.5,0.5,1.5,0.051507741212845,0.5,0.051507741212845,0.545951139181852,0.269445311278105,0.480680048465729,1,2,"2019/2020"
"8282","Matt Targett","4","AVL","CRY","False",0,0,0,0,1621.9029541,1748.97058105,"FB",44,22.2000000000001,13.825,6,4.2,"2019-08-31 14:00:00","lunchtime kick-off",7.79166666666667,2,1.25,0.71875,0.9375,0,0,0,0,1.125,1.015625,6,1,3,0.10301548242569,1,0.10301548242569,0.981362462043762,0.428350806236267,0.895395696163177,2,3,"2019/2020"
"8283","Matt Targett","5","AVL","WHU","True",0,0,0,0,1618.18078613,1744.32055664,"FB",44,1.45661260830821e-13,-4.2632564145606e-14,0,0,"2019-09-16 19:00:00","night kick-off",16.2083333333333,1,1.5,1.5,1.75,0,0,0,0,0.5,1.5,0,0,0,0,0,0,0,0,0,0,0,"2019/2020"
"8284","Matt Targett","6","AVL","ARS","False",0,0,0,0,1612.03051758,1874.06018066,"FB",44,1.45661260830821e-13,-4.2632564145606e-14,0,0,"2019-09-22 15:30:00","afternoon kick-off",5.85416666666667,0.75,0.75,1.75,2,0,0,0,0,0.75,1.125,0,0,0,0,0,0,0,0,0,0,0,"2019/2020"
"8285","Matt Targett","7","AVL","BUR","True",9,0,0,61,1610.22265625,1692.84130859,"FB",44,1.45661260830821e-13,-4.2632564145606e-14,0,0,"2019-09-28 14:00:00","lunchtime kick-off",5.9375,1,1,1,1.25,0,0.24205569922924,0,1,0.75,1.25,0,0,0,0,0,0,0,0,0,0,0,"2019/2020"
"8286","Matt Targett","8","AVL","NOR","False",5,0,1,90,1609.47033691,1628.2142334,"FB",44,2.80000000000015,4.29999999999996,0.5,0.75,"2019-10-05 14:00:00","lunchtime kick-off",7,1,1.5,0.75,2,0,0.094770610332489,0,3,0.5,0.5,2.25,0,0,0,0,0,0.829940721636913,0.472809384103681,0.357131359518551,0,1.47540983606557,"2019/2020"
"8287","Matt Targett","9","AVL","BHA","True",10,1,0,90,1629.29833984,1639.8762207,"FB",44,11.4500000000001,12.625,1,2.5,"2019-10-19 14:00:00","lunchtime kick-off",14,2.25,1.5,1,0.75,0.170896008610725,0.467140585184097,2,3,1.125,1.125,3.5,0,0.596026490066225,0,0,0,1.12289717655308,0.941608534348724,0.200757403050037,0,2.3841059602649,"2019/2020"
